category,city,name,price,rating,review_count,state
hotelstravel,Pelham,Fairfield Inn and Suites,$$,4.0,15,AL
hotelstravel,Alabaster,Candlewood Suites Alabaster,$$,2.5,15,AL
hotelstravel,Bessemer,Motel 6,$,1.5,15,AL
hotelstravel,Hoover,Hampton Inn & Suites Birmingham-Hoover-Galleria,$$,3.5,14,AL
hotelstravel,Birmingham,Residence Inn by Marriott Birmingham Homewood,$$,2.5,14,AL
hotelstravel,Trussville,Hampton Inn Birmingham/Trussville,$$,3.0,14,AL
hotelstravel,Birmingham,Hilton Garden Inn Birmingham/Trussville,$$,3.0,14,AL
hotelstravel,Hoover,Holiday Inn Birmingham - Hoover,$$,4.0,14,AL
hotelstravel,Birmingham,Candlewood Suites Birmingham - Hoover,$$,4.5,13,AL
hotelstravel,Fultondale,La Quinta by Wyndham Fultondale Birmingham North,$$,3.0,13,AL
hotelstravel,Birmingham,Econo Lodge Homewood - Birmingham,$,1.5,13,AL
hotelstravel,Birmingham,Holiday Inn Express & Suites Birmingham - Inverness 280,$$,3.0,13,AL
hotelstravel,Birmingham,Holiday Inn Express & Suites Birmingham - Irondale,$$,2.0,13,AL
hotelstravel,Pelham,Sleep Inn Pelham Oak Mountain,$,4.0,13,AL
hotelstravel,Irondale,Red Roof Inn Birmingham East - Irondale,$,3.0,12,AL
hotelstravel,Fultondale,Comfort Suites Fultondale I-65 near I-22,$$,3.0,12,AL
hotelstravel,Sylacauga,Pursell Farms,$$,4.0,12,AL
hotelstravel,Birmingham,Comfort Inn Birmingham Homewood,$$,3.0,11,AL
hotelstravel,Hoover,Microtel Inn & Suites By Wyndham Hoover/Birmingham,$$,3.5,11,AL
hotelstravel,Bessemer,Fairfield Inn and Suites,$$,3.0,11,AL
hotelstravel,Leeds,Best Western Plus Bass Hotel & Suites,$$,3.5,11,AL
hotelstravel,Calera,Hampton Inn Calera,$$$,4.0,11,AL
hotelstravel,Fultondale,Hampton Inn,$$,3.5,11,AL
hotelstravel,Leeds,Days Inn by Wyndham Leeds,$$,3.5,10,AL
hotelstravel,Birmingham,Extended Stay America - Birmingham - Inverness,$$,2.5,10,AL
hotelstravel,Pelham,Best Western Plus Oak Mountain Inn,$$,3.5,10,AL
hotelstravel,Birmingham,Red Roof Inn Birmingham South,$$,2.5,10,AL
hotelstravel,Birmingham,Hilton Garden Inn Downtown Birmingham,$$,4.5,10,AL
hotelstravel,Birmingham,Extended Stay America - Birmingham - Wildwood,$$$$,1.5,9,AL
hotelstravel,Fultondale,Days Inn by Wyndham Fultondale,$,3.0,9,AL
hotelstravel,Birmingham,Hampton Inn & Suites,$$,3.5,9,AL
hotelstravel,Homewood,Super 8 by Wyndham Homewood Birmingham Area,$,2.0,9,AL
hotelstravel,Birmingham,Quality Inn & Suites Birmingham - Highway 280,$$,2.5,9,AL
hotelstravel,Pelham,Comfort Suites Pelham Hoover I-65,$$,3.0,9,AL
hotelstravel,Bessemer,Holiday Inn Express & Suites Bessemer,$$,3.0,8,AL
hotelstravel,Pelham,Ramada by Wyndham Pelham,$$,3.0,8,AL
hotelstravel,Birmingham,Quality Inn Airport - Southeast,$$,2.0,8,AL
hotelstravel,Trussville,Quality Inn,$$,3.0,8,AL
hotelstravel,Birmingham,Days Inn by Wyndham Birmingham/Summit Mall,$$,1.0,8,AL
hotelstravel,Bessemer,Hampton Inn Bessemer/Birmingham,$$,2.5,8,AL
hotelstravel,Bessemer,Country Inn And Suites,$,1.0,8,AL
hotelstravel,Fultondale,Fairfield Inn & Suites,$$,3.5,8,AL
hotelstravel,Birmingham,Motel 6,$,1.5,7,AL
hotelstravel,Birmingham,Econo Lodge,$$,2.0,7,AL
hotelstravel,Birmingham,Days Inn by Wyndham Galleria-Birmingham,$$,2.5,7,AL
hotelstravel,Calera,Quality Inn,$,1.5,7,AL
hotelstravel,Leeds,Comfort Inn & Suites,$$,2.5,6,AL
hotelstravel,Trussville,Holiday Inn Express & Suites Birmingham Ne - Trussville,$$,4.0,6,AL
hotelstravel,Birmingham,Hampton Inn & Suites Birmingham/280 East-Eagle Point,$$,4.5,6,AL
hotelstravel,Birmingham,Home2 Suites by Hilton Birmingham Downtown,$$,4.0,6,AL
hotelstravel,Pelham,Hampton Inn & Suites,$$,3.5,6,AL
hotelstravel,Trussville,Comfort Inn & Suites Trussville I-59 exit 141,$,3.0,6,AL
hotelstravel,Birmingham,America's Best Inn & Suites,$,1.5,6,AL
hotelstravel,Hoover,InTown Suites,$$,2.0,5,AL
hotelstravel,Birmingham,Candlewood Suites Birmingham/Homewood,$$,2.0,5,AL
hotelstravel,Bessemer,Comfort Inn Bessemer Birmingham South,$$,1.0,5,AL
hotelstravel,Birmingham,Tourway Inn of Birmingham,$,3.5,5,AL
hotelstravel,Birmingham,Neighborhood Hops & Vine,$,4.0,5,AL
hotelstravel,Gardendale,Microtel Inn & Suites by Wyndham Gardendale,$$,2.5,4,AL
hotelstravel,Bessemer,Quality Inn,$$,1.0,4,AL
hotelstravel,Irondale,America's Best Value Inn,$$,2.5,4,AL
hotelstravel,Alabaster,Holiday Inn Express & Suites Alabaster,$$,2.5,4,AL
hotelstravel,Pelham,Quality Inn,$,3.5,3,AL
hotelstravel,Leeds,Americas Best Value Inn Leeds Birmingham,$$,1.5,3,AL
hotelstravel,Gardendale,Best Western Gardendale,$$,3.5,3,AL
hotelstravel,Pelham,Travelodge by Wyndham Pelham Birmingham,$,2.0,3,AL
hotelstravel,Birmingham,Budgetel Inn & Suites,$$$,2.0,3,AL
hotelstravel,Hoover,Budgetel Inn & Suites,$$,2.5,2,AL
hotelstravel,Bessemer,Value Place,$,3.0,2,AL
hotelstravel,Alabaster,Shelby Motor Lodge,$$,1.0,2,AL
hotelstravel,Hoover,Wynfry Hotel,$$,3.5,2,AL
hotelstravel,Birmingham,USA Economy Lodge,$,2.0,2,AL
hotelstravel,Vandiver,29 Dreams,$,4.5,2,AL
hotelstravel,Birmingham,Howard Johnson Inn Birmingham,$$,1.5,2,AL
hotelstravel,Birmingham,Homestead Studio Suites,$$,2.5,2,AL
hotelstravel,Birmingham,American Best Inn,$,4.0,1,AL
hotelstravel,Birmingham,Chicory Grille,$$$,2.0,1,AL
hotelstravel,Anchorage,Hotel Captain Cook,$$$,3.5,172,AK
hotelstravel,Anchorage,Hilton Anchorage,$$$,3.0,130,AK
hotelstravel,Anchorage,Sheraton Anchorage Hotel & Spa,$$$,3.0,127,AK
hotelstravel,Anchorage,The Lakefront Anchorage,$$$,2.5,113,AK
hotelstravel,Anchorage,Inlet Tower Hotel & Suites,$$,2.0,84,AK
hotelstravel,Anchorage,Anchorage Marriott Downtown,$$$,3.5,78,AK
hotelstravel,Anchorage,Embassy Suites by Hilton Anchorage,$$,4.0,71,AK
hotelstravel,Anchorage,Aviator Hotel Anchorage,$$,2.0,57,AK
hotelstravel,Anchorage,SpringHill Suites by Marriott Anchorage University Lake,$$,4.0,54,AK
hotelstravel,Anchorage,Hilton Garden Inn Anchorage,$$,3.5,54,AK
hotelstravel,Anchorage,Crowne Plaza Anchorage-Midtown,$$,3.0,49,AK
hotelstravel,Anchorage,Westmark Anchorage Hotel,$$,2.5,48,AK
hotelstravel,Anchorage,Courtyard by Marriott Anchorage Airport,$$,3.5,48,AK
hotelstravel,Anchorage,Extended Stay America - Anchorage - Downtown,$$,1.5,47,AK
hotelstravel,Anchorage,Puffin Inn of Anchorage,$,2.5,38,AK
hotelstravel,Anchorage,Qupqugiaq Inn,$,2.5,37,AK
hotelstravel,Anchorage,Clarion Suites Downtown,$$,2.5,37,AK
hotelstravel,Anchorage,GuestHouse Inn & Suites Anchorage,$$,2.5,35,AK
hotelstravel,Anchorage,Alex Hotel & Suites,$$,2.0,35,AK
hotelstravel,Anchorage,Dimond Center Hotel,$$,3.5,34,AK
hotelstravel,Anchorage,Coast International Inn,$$,2.5,34,AK
hotelstravel,Anchorage,Anchorage Grand Hotel,$$,3.5,32,AK
hotelstravel,Anchorage,Extended Stay America - Anchorage - Midtown,$$,2.0,32,AK
hotelstravel,Anchorage,Big Swig Tours,$$$,5.0,32,AK
hotelstravel,Anchorage,Ramada by Wyndham Anchorage,$$,2.5,31,AK
hotelstravel,Anchorage,Homewood Suites Anchorage,$$,3.5,31,AK
hotelstravel,Anchorage,Comfort Suites Anchorage International Airport,$$,3.5,31,AK
hotelstravel,Anchorage,Residence Inn by Marriott Anchorage Midtown,$$,3.5,30,AK
hotelstravel,Anchorage,Home2 Suites by Hilton Anchorage/Midtown,$$,4.0,29,AK
hotelstravel,Anchorage,Americas Best Value Inn & Suites Anchorage Airport,$,2.0,28,AK
hotelstravel,Anchorage,Hampton Inn Anchorage,$$,3.5,28,AK
hotelstravel,Anchorage,Copper Whale Inn,$$,4.0,26,AK
hotelstravel,Anchorage,Holiday Inn Express Anchorage,$$,3.5,25,AK
hotelstravel,Anchorage,Comfort Inn Downtown - Ship Creek,$$,3.0,25,AK
hotelstravel,Anchorage,The Anchorage Downtown Hotel,$$,3.0,24,AK
hotelstravel,Anchorage,A Wildflower Inn,$$,5.0,23,AK
hotelstravel,Anchorage,Hyatt House Anchorage,$$,4.0,23,AK
hotelstravel,Anchorage,SpringHill Suites by Marriott Anchorage Midtown,$$$,3.5,22,AK
hotelstravel,Anchorage,Historic Anchorage Hotel,$$,4.0,20,AK
hotelstravel,Anchorage,Susitna Place,$$,5.0,19,AK
hotelstravel,Anchorage,Best Western Golden Lion Hotel,$$,3.0,18,AK
hotelstravel,Anchorage,The Voyager Inn,$$,4.0,18,AK
hotelstravel,Anchorage,Microtel Inn & Suites by Wyndham Anchorage Airport,$$,3.5,17,AK
hotelstravel,Anchorage,Fairfield Inn & Suites Anchorage Midtown,$$,3.5,16,AK
hotelstravel,Anchorage,The ULU Factory,$$,3.0,15,AK
hotelstravel,Talkeetna,Kahiltna Birchworks,$$,4.5,15,AK
hotelstravel,Anchorage,La Quinta by Wyndham Anchorage Airport,$$,4.5,15,AK
hotelstravel,Anchorage,Arctic Fox Bed & Breakfast Inn,$$,4.5,14,AK
hotelstravel,Indian,Indian Valley Mine & Gifts,$,4.5,13,AK
hotelstravel,Anchorage,Econo Inn,$,2.0,13,AK
hotelstravel,Anchorage,TownePlace Suites Anchorage Midtown,$$,4.0,13,AK
hotelstravel,Anchorage,"My Place Hotel-Anchorage, AK",$$,4.0,13,AK
hotelstravel,Eagle River,Microtel Inn & Suites by Wyndham Eagle River/Anchorage Are,$$$,1.5,13,AK
hotelstravel,Anchorage,Creekwood Inn,$$,4.0,11,AK
hotelstravel,Anchorage,Aspen Suites Hotel Anchorage,$$,3.0,11,AK
hotelstravel,Anchorage,Motel 6,$$,2.5,10,AK
hotelstravel,Anchorage,Barratt Inn Anchorage Airport,$$,1.5,10,AK
hotelstravel,Anchorage,Merrill Field Inn,$,2.0,9,AK
hotelstravel,Anchorage,Jewel Lake Bed & Breakfast,$$,4.5,9,AK
hotelstravel,Anchorage,Al's Alaskan Inn,$$,3.0,8,AK
hotelstravel,Anchorage,The Sockeye Inn,$$,3.0,8,AK
hotelstravel,Anchorage,Lakeshore Motor Inn,$$,3.5,8,AK
hotelstravel,Anchorage,Chelsea Inn Hotel,$,1.5,8,AK
hotelstravel,Anchorage,Bent Prop Inn And Hostel,$,4.0,7,AK
hotelstravel,Anchorage,City Garden Bed & Breakfast,$$,5.0,6,AK
hotelstravel,Anchorage,Parkwood Inn,$$$,1.0,6,AK
hotelstravel,Anchorage,Anchorage Uptown Suites,$$,2.5,6,AK
hotelstravel,Anchorage,Walkabout Town Bed & Breakfast,$$,3.0,6,AK
hotelstravel,Eagle River,McKinley Chalet Resort,$$,3.0,6,AK
hotelstravel,Anchorage,Aptel Studio Hotel,$$$,2.5,5,AK
hotelstravel,Anchorage,Lake Hood Inn,$$$,4.5,5,AK
hotelstravel,Anchorage,Black Angus Inn,$$$$,2.0,5,AK
hotelstravel,Anchorage,Anchorage Suite Lodge,$$$,1.5,5,AK
hotelstravel,Anchorage,Travel Inn,$,1.5,5,AK
hotelstravel,Eagle River,Eagle River Motel,$$,4.0,4,AK
hotelstravel,Anchorage,Royal Suite Lodge,$,1.5,3,AK
hotelstravel,Anchorage,Ingra House,$$,2.5,3,AK
hotelstravel,Anchorage,North Star Inn,$$,3.5,3,AK
hotelstravel,Anchorage,Alaskan Frontier Gardens Bed & Breakfast,$$,5.0,3,AK
hotelstravel,Anchorage,Kenai Fjords Wilderness Lodge,$$,5.0,2,AK
hotelstravel,Anchorage,Mush Inn Motel,$$,1.0,2,AK
hotelstravel,Anchorage,Spenard Motel,$,3.0,2,AK
hotelstravel,Anchorage,Alaskan Samovar Inn,$$,1.5,2,AK
hotelstravel,Anchorage,Anchorage Downtown Bed & Breakfast At Rspbrry Mdws,$$,2.0,1,AK
hotelstravel,Scottsdale,Talking Stick Resort,$$,3.0,885,AZ
hotelstravel,Phoenix,The Clarendon Hotel,$$,3.5,682,AZ
hotelstravel,Scottsdale,Hotel Valley Ho,$$$,4.0,638,AZ
hotelstravel,Scottsdale,Fairmont Scottsdale Princess,$$$,4.0,610,AZ
hotelstravel,Phoenix,Arizona Grand Resort & Spa,$$$,3.0,608,AZ
hotelstravel,Phoenix,Different Pointe of View,$$$,4.0,571,AZ
hotelstravel,Phoenix,Pointe Hilton Squaw Peak Resort,$$,3.0,514,AZ
hotelstravel,Scottsdale,Hyatt Regency Scottsdale Resort & Spa at Gainey Ranch,$$$,4.0,508,AZ
hotelstravel,Scottsdale,"The Phoenician, A Luxury Collection Resort, Scottsdale",$$$,4.0,493,AZ
hotelstravel,Phoenix,JW Marriott Phoenix Desert Ridge Resort & Spa,$$$,4.0,488,AZ
hotelstravel,Scottsdale,The Westin Kierland Resort & Spa,$$$,3.5,436,AZ
hotelstravel,Phoenix,Pointe Hilton Tapatio Cliffs Resort,$$$,3.0,436,AZ
hotelstravel,Scottsdale,W Scottsdale,$$$,3.0,431,AZ
hotelstravel,Scottsdale,The Saguaro Scottsdale,$$,3.5,388,AZ
hotelstravel,Chandler,Wild Horse Pass Hotel & Casino,$$,3.0,372,AZ
hotelstravel,Scottsdale,JW Marriott Scottsdale Camelback Inn Resort & Spa,$$$,4.0,360,AZ
hotelstravel,Phoenix,Kimpton Palomar Hotel Phoenix Cityscape,$$$,4.0,343,AZ
hotelstravel,Phoenix,Hyatt Regency Phoenix,$$,3.0,331,AZ
hotelstravel,Tempe,Phoenix Marriott Resort Tempe at The Buttes,$$$,3.5,310,AZ
hotelstravel,Litchfield Park,Wigwam Arizona,$$$,3.5,307,AZ
hotelstravel,Scottsdale,3 Palms,$$,3.0,306,AZ
hotelstravel,Phoenix,Sheraton Phoenix Downtown,$$$,3.5,299,AZ
hotelstravel,Phoenix,"Royal Palms Resort and Spa, in the Unbound Collection by Hyatt",$$$,4.0,299,AZ
hotelstravel,Scottsdale,The Scottsdale Plaza Resort,$$,3.0,276,AZ
hotelstravel,Scottsdale,Omni Scottsdale Resort & Spa at Montelucia,$$$,4.0,268,AZ
hotelstravel,Phoenix,Sheraton Grand at Wild Horse Pass,$$$,3.5,240,AZ
hotelstravel,Scottsdale,DoubleTree Resort by Hilton Hotel Paradise Valley - Scottsdale,$$,3.0,230,AZ
hotelstravel,Phoenix,Renaissance Phoenix Downtown Hotel,$$,4.0,225,AZ
hotelstravel,Phoenix,The Westin Phoenix Downtown,$$$,4.0,200,AZ
hotelstravel,Scottsdale,Four Seasons Resort Scottsdale at Troon North,$$$$,4.0,192,AZ
hotelstravel,Tempe,Tempe Mission Palms,$$,3.5,191,AZ
hotelstravel,Scottsdale,Embassy Suites by Hilton Scottsdale Resort,$$,3.5,190,AZ
hotelstravel,Phoenix,Aloft Phoenix-Airport,$$,3.5,182,AZ
hotelstravel,Glendale,Renaissance Phoenix Glendale Hotel & Spa,$$$,4.0,181,AZ
hotelstravel,Scottsdale,Hilton Scottsdale Resort & Villas,$$$,3.0,180,AZ
hotelstravel,Tempe,MOXY Phoenix Tempe,$$,4.0,179,AZ
hotelstravel,Scottsdale,The Scott Resort & Spa,$$$,3.5,166,AZ
hotelstravel,Laveen,Vee Quiva Hotel & Casino,$$,2.5,161,AZ
hotelstravel,Phoenix,Embassy Suites by Hilton Phoenix Airport,$$,2.5,161,AZ
hotelstravel,Phoenix,"The Camby, Autograph Collection",$$,4.0,158,AZ
hotelstravel,Phoenix,Embassy Suites by Hilton Phoenix Biltmore,$$,3.0,157,AZ
hotelstravel,Phoenix,FOUND:RE Phoenix,$$,4.0,154,AZ
hotelstravel,Phoenix,Sheraton Phoenix Crescent,$$,3.0,153,AZ
hotelstravel,Mesa,Arizona Golf Resort & Event Center,$$,2.5,149,AZ
hotelstravel,Tempe,Aloft Tempe,$$,3.5,147,AZ
hotelstravel,Scottsdale,Orange Tree Resort,$$,3.5,147,AZ
hotelstravel,Phoenix,Legacy Golf Resort,$$,3.0,146,AZ
hotelstravel,Phoenix,Wyndham Garden Phoenix Midtown,$$,2.0,142,AZ
hotelstravel,Phoenix,DoubleTree Suites by Hilton - Phoenix,$$,3.0,138,AZ
hotelstravel,Phoenix,Hotel San Carlos,$$,3.0,137,AZ
hotelstravel,Chandler,Crowne Plaza Resort Phoenix - Chandler Golf Resort,$$,2.5,136,AZ
hotelstravel,Peoria,"Bluegreen Vacations Cibola Vista Resort and Spa, Ascend Resort",$$,2.5,134,AZ
hotelstravel,Tempe,Graduate Tempe,$$,3.5,134,AZ
hotelstravel,Scottsdale,Hotel Adeline,$$,3.5,132,AZ
hotelstravel,Phoenix,Hilton Phoenix Airport,$$,3.5,129,AZ
hotelstravel,Tempe,Embassy Suites by Hilton Phoenix Tempe,$$,2.5,125,AZ
hotelstravel,Phoenix,Hilton Garden Inn Phoenix Airport North,$$,3.5,122,AZ
hotelstravel,Phoenix,Crowne Plaza Phoenix Airport,$$,3.0,119,AZ
hotelstravel,Scottsdale,Hyatt Place Scottsdale/Old Town,$$,4.0,119,AZ
hotelstravel,Tempe,InnSuites Hotel Tempe/Phoenix Airport,$$,2.5,112,AZ
hotelstravel,Tempe,Sheraton Phoenix Airport Hotel Tempe,$$,2.5,110,AZ
hotelstravel,Phoenix,Hyatt Place Phoenix-North,$$,3.5,108,AZ
hotelstravel,Mesa,Hyatt Place Phoenix/Mesa,$$,4.0,107,AZ
hotelstravel,Scottsdale,Holiday Inn Express & Suites Scottsdale - Old Town,$$,4.0,107,AZ
hotelstravel,Tempe,DoubleTree by Hilton Hotel Phoenix Tempe,$$,4.0,107,AZ
hotelstravel,Scottsdale,Hyatt House Scottsdale/Old Town,$$,3.5,105,AZ
hotelstravel,Scottsdale,Sonesta Suites Scottsdale Gainey Ranch,$$,4.0,104,AZ
hotelstravel,Scottsdale,"The Westin Kierland Villas, Scottsdale",$$$,4.5,103,AZ
hotelstravel,Scottsdale,"Sheraton Desert Oasis Villas, Scottsdale",$$,4.0,100,AZ
hotelstravel,Phoenix,Drury Inn & Suites Phoenix Airport,$$,4.5,99,AZ
hotelstravel,Phoenix,Embassy Suites by Hilton Phoenix Downtown North,$$,3.5,97,AZ
hotelstravel,Phoenix,Four Points by Sheraton Phoenix South Mountain,$$,2.5,96,AZ
hotelstravel,Scottsdale,Hilton Garden Inn Scottsdale Old Town,$$,3.5,96,AZ
hotelstravel,Fountain Hills,CopperWynd Resort and Club,$$$,3.5,94,AZ
hotelstravel,Phoenix,Embassy Suites by Hilton Phoenix Scottsdale,$$,4.0,94,AZ
hotelstravel,Mesa,Delta Hotels Phoenix Mesa,$$,3.0,93,AZ
hotelstravel,Phoenix,Radisson Hotel Phoenix Airport,$$,3.0,93,AZ
hotelstravel,Phoenix,Phoenix Airport Marriott,$$,3.0,92,AZ
hotelstravel,Phoenix,Holiday Inn Hotel & Suites Phoenix Airport North,$$,3.0,91,AZ
hotelstravel,Scottsdale,Scottsdale Marriott Suites Old Town,$$,3.5,89,AZ
hotelstravel,Mesa,The Dobson Ranch Inn & Resort,$$,1.5,88,AZ
hotelstravel,Scottsdale,Scottsdale Marriott at McDowell Mountains,$$$,3.5,88,AZ
hotelstravel,Phoenix,Ramada by Wyndham Phoenix Midtown,$$,1.5,85,AZ
hotelstravel,Gilbert,Hyatt Place Phoenix/Gilbert,$$,3.5,84,AZ
hotelstravel,Phoenix,Four Points By Sheraton Phoenix North,$$,3.0,83,AZ
hotelstravel,Phoenix,Red Roof Plus+ Phoenix West,$$,2.5,82,AZ
hotelstravel,Phoenix,Drury Inn & Suites Phoenix Happy Valley,$$,4.5,81,AZ
hotelstravel,Chandler,Hilton Phoenix Chandler,$$,4.0,80,AZ
hotelstravel,Phoenix,Econo Lodge Airport,$,2.5,79,AZ
hotelstravel,Tempe,Hyatt Place Tempe/Phoenix Airport,$$,3.5,78,AZ
hotelstravel,Mesa,Windemere Hotel and Conference Center,$$,1.5,77,AZ
hotelstravel,Scottsdale,Scottsdale Links Resort,$$,3.0,77,AZ
hotelstravel,Phoenix,Holiday Inn North Phoenix,$$,2.5,76,AZ
hotelstravel,Tempe,Red Roof Inn Tempe - Phoenix Airport,$$,3.0,75,AZ
hotelstravel,Phoenix,Residence Inn Phoenix,$$,3.5,75,AZ
hotelstravel,Mesa,Hilton Phoenix/Mesa,$$,3.0,74,AZ
hotelstravel,Phoenix,Quality Inn Phoenix Airport,$$,2.5,74,AZ
hotelstravel,Phoenix,Hilton Garden Inn Phoenix Midtown,$$,3.0,73,AZ
hotelstravel,Tempe,Drury Inn & Suites,$$,4.5,73,AZ
hotelstravel,Tempe,Days Inn & Suites by Wyndham Tempe,$,1.5,72,AZ
hotelstravel,Mesa,Sheraton Mesa Hotel at Wrigleyville West,$$,2.5,71,AZ
hotelstravel,Tempe,Best Western Plus Tempe by the Mall,$$,2.5,71,AZ
hotelstravel,Tempe,AC Hotel by Marriott Phoenix Tempe/Downtown,$$,4.0,70,AZ
hotelstravel,Tempe,Ramada by Wyndham Tempe Near ASU,$$,1.5,70,AZ
hotelstravel,Scottsdale,Hotel Bixby,$$,3.5,70,AZ
hotelstravel,Phoenix,Hampton Inn Phoenix-Biltmore,$$,4.0,70,AZ
hotelstravel,Phoenix,Best Western InnSuites Phoenix Hotel & Suites,$$,3.0,69,AZ
hotelstravel,Phoenix,Extended Stay America - Phoenix - Airport - E. Oak St.,$$,1.5,68,AZ
hotelstravel,Tempe,Best Western Inn of Tempe,$$,3.0,68,AZ
hotelstravel,Phoenix,La Quinta by Wyndham Phoenix I-10 West,$$,3.5,66,AZ
hotelstravel,Gilbert,DoubleTree by Hilton Hotel Phoenix - Gilbert,$$,2.5,66,AZ
hotelstravel,Scottsdale,Scottsdale Villa Mirage,$$,3.0,65,AZ
hotelstravel,Phoenix,Marriott's Canyon Villas,$$$,3.5,65,AZ
hotelstravel,Scottsdale,The McCormick Scottsdale,$$,3.5,65,AZ
hotelstravel,Phoenix,Extended Stay America - Phoenix - Midtown,$$,2.0,65,AZ
hotelstravel,Tempe,Ramada by Wyndham Tempe/At Arizona Mills Mall,$$,3.0,64,AZ
hotelstravel,Phoenix,La Quinta Inn by Wyndham Phoenix North,$$,3.0,64,AZ
