category,city,name,price,rating,review_count,state
beautysvc,Birmingham,Foxy Nails & Spa,$$$$,2.5,22,AL
beautysvc,Birmingham,Sephora,$$,4.0,21,AL
beautysvc,Alabaster,Nail VIP,$$,4.5,20,AL
beautysvc,Birmingham,Genesis Nail Spa,$$,4.5,20,AL
beautysvc,Hoover,Venice Nail And Spa,$$,4.0,20,AL
beautysvc,Birmingham,The Male Room,$$$,3.0,19,AL
beautysvc,Homewood,Beauty For Ashes Salon and Color Bar,$$,4.5,19,AL
beautysvc,Birmingham,Paul Mitchell The School Birmingham,$,3.0,18,AL
beautysvc,Bessemer,Model Nails,$$,2.0,18,AL
beautysvc,Birmingham,Wheelhouse Salon,$$,4.5,18,AL
beautysvc,Vestavia Hills,Houliang Massage,$$,4.5,18,AL
beautysvc,Vestavia Hills,GLAM Beauty Boutique,$$,4.5,18,AL
beautysvc,Birmingham,Lush Cosmetics,$$,4.0,17,AL
beautysvc,Hoover,LA Bikini,$$,3.5,17,AL
beautysvc,Birmingham,Nail Time,$$,2.0,17,AL
beautysvc,Birmingham,Tonya Jones SalonSpa,$$$,3.0,17,AL
beautysvc,Birmingham,Massage Envy - Greystone,$$,3.5,17,AL
beautysvc,Birmingham,L.A. Bikini - Mountain Brook,$$$$,3.5,16,AL
beautysvc,Birmingham,Nail Vogue,$$,2.5,16,AL
beautysvc,Birmingham,Treadwell Barbers Hairstyling,$$,4.5,16,AL
beautysvc,Birmingham,Nailtique,$$,4.5,16,AL
beautysvc,Birmingham,Wicked Ways Tattoos,$$,1.5,16,AL
beautysvc,Homewood,Eden Nail Spa,$,4.5,16,AL
beautysvc,Pinson,PK Nails &  Spa,$$,4.0,15,AL
beautysvc,Birmingham,Total Skin & Beauty Dermatology Center,$$,3.5,15,AL
beautysvc,Hoover,Cahaba Dermatology & Skin Health Center,$$,3.5,15,AL
beautysvc,Birmingham,Sun Nails,$$,4.0,15,AL
beautysvc,Birmingham,The Collective,$$$,4.5,15,AL
beautysvc,Hoover,Bella Nails,$$,3.5,15,AL
beautysvc,Homewood,Blo Blow Dry Bar,$$,4.0,14,AL
beautysvc,Vestavia Hills,Beaute Nail Spa,$$,3.5,14,AL
beautysvc,Birmingham,Lv Nails,$$,4.0,13,AL
beautysvc,Mountain Brook,Envy Nails,$$,2.0,12,AL
beautysvc,Irondale,The Retreat Day Spa,$$,5.0,12,AL
beautysvc,Birmingham,Lavish Threading & Spa,$,4.0,12,AL
beautysvc,Birmingham,Creative Nails Spa,$$,2.5,12,AL
beautysvc,Vestavia Hills,Great Clips Vestavia Hills City Center,$,4.0,12,AL
beautysvc,Birmingham,Dragonfly Salon and Boutique,$$,3.5,11,AL
beautysvc,Hoover,Nail Image,$$$,4.0,11,AL
beautysvc,Birmingham,Jim Ostrosky Salon,$$,3.5,11,AL
beautysvc,Birmingham,Luxury Nails Spa,$,2.0,11,AL
beautysvc,Birmingham,Salon 43 One,$$,3.5,11,AL
beautysvc,Irondale,Lantis Nails,$$,2.0,11,AL
beautysvc,Birmingham,Jimmy Nails,$$,4.0,11,AL
beautysvc,Homewood,Fringe Hair Studio,$$,4.5,11,AL
beautysvc,Birmingham,Walgreens,$,3.0,11,AL
beautysvc,Birmingham,Studio A,$$,4.5,11,AL
beautysvc,Birmingham,Azia Medical Spa,$$,4.5,11,AL
beautysvc,Hoover,Massage Envy - Hoover,$$,3.0,11,AL
beautysvc,Birmingham,Becca's Barber Shop,$$,4.5,11,AL
beautysvc,Birmingham,Vestavia Nails,$$,4.0,11,AL
beautysvc,Vestavia Hills,Nail World 3,$$,3.0,10,AL
beautysvc,Birmingham,Brows Threading and Waxing Studio,$$,4.5,10,AL
beautysvc,Birmingham,W Waxing Salon,$$,4.0,10,AL
beautysvc,Hoover,Sephora,$$$,3.0,10,AL
beautysvc,Birmingham,Brash Brow And Lash Bar,$$,4.5,10,AL
beautysvc,Birmingham,Lakeshore Nails & Spa,$$,4.5,10,AL
beautysvc,Birmingham,Fabulous Nails,$$,3.5,10,AL
beautysvc,Birmingham,Bath & Body Works,$$,4.5,10,AL
beautysvc,Birmingham,Bonnie Does Nails,$$,4.5,10,AL
beautysvc,Birmingham,Hopson James Salon,$$$,3.5,10,AL
beautysvc,Vestavia Hills,Nail Fever,$$,3.0,10,AL
beautysvc,Birmingham,Hair Reflections,$$$,3.5,10,AL
beautysvc,Birmingham,Nail Tip,$$,4.0,10,AL
beautysvc,Vestavia,Steel 110,$$,5.0,9,AL
beautysvc,Birmingham,Jay Nail Spa,$$,4.5,9,AL
beautysvc,Birmingham,Tonya Jones Salon Spa,$$$,4.0,9,AL
beautysvc,Birmingham,Homewood Barber Shop,$$,4.0,9,AL
beautysvc,Birmingham,Royal Nails,$$,2.5,9,AL
beautysvc,Birmingham,Salon U Midtown,$$,5.0,9,AL
beautysvc,Birmingham,Cahaba Heights Plaza Barber Shop,$,4.0,9,AL
beautysvc,Trussville,Pro Top Nails,$$,2.5,9,AL
beautysvc,Trussville,Aria Nails & Spa,$$,3.5,9,AL
beautysvc,Hoover,The Spa At Ross Bridge,$$$,3.0,8,AL
beautysvc,Homewood,ARCH 4 U,$$,3.5,8,AL
beautysvc,Birmingham,Hummingbird Nail,$$,3.5,8,AL
beautysvc,Bessemer,Model Nails by TNT,$$,3.5,8,AL
beautysvc,Gardendale,Nail Model,$$$,3.5,8,AL
beautysvc,Birmingham,Outside New York Style Studio,$$,5.0,8,AL
beautysvc,Hoover,Perfect Nail Spa,$$,3.5,8,AL
beautysvc,Birmingham,Nail Envy,$$,3.5,8,AL
beautysvc,Helena,Serene Nail Spa,$$,3.0,8,AL
beautysvc,Trussville,Hello Beautiful,$$,1.5,8,AL
beautysvc,Birmingham,Hair Impressions,$$,5.0,8,AL
beautysvc,Birmingham,Bath & Body Works,$$,4.5,7,AL
beautysvc,Bessemer,Chic Nails,$$$,2.5,7,AL
beautysvc,Birmingham,Q Nails,$$,3.5,7,AL
beautysvc,Birmingham,Non Stop Art Tattoo,$$,5.0,7,AL
beautysvc,Birmingham,Gloss Nail Stars,$$,4.5,7,AL
beautysvc,Hoover,K & K Nails,$$,4.0,7,AL
beautysvc,Birmingham,Supercuts,$,4.0,7,AL
beautysvc,Vestavia Hills,Maximum Lash Studio,$$,5.0,7,AL
beautysvc,Birmingham,Rose Nails,$$,2.5,7,AL
beautysvc,Birmingham,M·A·C The Summit,$$,5.0,7,AL
beautysvc,Vestavia,Blonde Salon,$$,4.0,7,AL
beautysvc,Hoover,Pure Style Salon and Spa,$$,3.5,7,AL
beautysvc,Trussville,Walgreens,$$,2.0,7,AL
beautysvc,Birmingham,Bluff Park Barber Shop,$,4.5,7,AL
beautysvc,Pelham,BB Nails,$$,3.5,7,AL
beautysvc,Birmingham,Gentlemen's Quarters Salon For Men,$$,3.5,7,AL
beautysvc,Hoover,Great Clips,$,3.0,7,AL
beautysvc,Hoover,Sport Clips Haircuts of Patton Creek,$$,2.5,7,AL
beautysvc,Birmingham,Walgreens,$$,2.0,7,AL
beautysvc,Birmingham,Happy Nail Salon,$$,4.0,7,AL
beautysvc,Vestavia Hills,Holistic Hydration,$$,4.5,7,AL
beautysvc,Irondale,Box Car Salon & Boutique,$$,5.0,6,AL
beautysvc,Helena,Nail Star,$$,3.0,6,AL
beautysvc,Bessemer,D's Nails,$$,5.0,6,AL
beautysvc,Chelsea,Nail Art,$,3.0,6,AL
beautysvc,Birmingham,Beauty Buzz Threading & Lash Studio,$$,2.0,6,AL
beautysvc,Birmingham,Palm Beach Tan,$$,3.0,6,AL
beautysvc,Birmingham,Vincent Oliver's Hippodrome Barber Shop,$,4.5,6,AL
beautysvc,Birmingham,1st Nails,$$,2.5,6,AL
beautysvc,Birmingham,Little Morocco Skin & Body,$$,5.0,6,AL
beautysvc,Vestavia,Vestavia Barber Shop,$$,4.0,6,AL
beautysvc,Alabaster,Ulta Beauty,$,2.0,6,AL
beautysvc,Trussville,Discover Massage,$$,4.0,6,AL
beautysvc,Alabaster,Salon 119,$,3.0,6,AL
beautysvc,Birmingham,Morgan Ashley Salon,$$$,4.0,6,AL
beautysvc,Birmingham,Ulta Beauty,$$,4.5,6,AL
beautysvc,"Homewood, Alabama",Judson The Barber,$$,5.0,6,AL
beautysvc,Birmingham,Fancy Nails,$,4.0,6,AL
beautysvc,Pelham,Walgreens,$,3.0,6,AL
beautysvc,Vestavia Hills,Wink by B,$$,5.0,6,AL
beautysvc,Hoover,Legends Barbershop,$$$$,4.5,6,AL
beautysvc,Vestavia Hills,VIP Nails & Spa,$$,4.0,6,AL
beautysvc,Birmingham,Thairapy Salon,$$,3.5,6,AL
beautysvc,Homewood,Supercuts,$,3.5,6,AL
beautysvc,Birmingham,Top Nails,$$,4.0,6,AL
beautysvc,Trussville,Sassy Nails,$$,2.5,6,AL
beautysvc,Birmingham,Pure Bliss Salon Spa,$$,4.0,6,AL
beautysvc,Hendersonaville,"Judy Bowles, LMBT",$$,5.0,6,NC
beautysvc,Homewood,Infinity Med-I-Spa,$$$,3.5,6,AL
beautysvc,Alabaster,Diva Nails,$$,3.0,5,AL
beautysvc,Hoover,ULTA Beauty,$$,4.5,5,AL
beautysvc,Alabaster,Sport Clips Haircuts of Alabaster,$$,2.5,5,AL
beautysvc,Alabaster,Diamond Nail,$$,3.5,5,AL
beautysvc,Hoover,Spinosi's Hair Studio,$$$,4.0,5,AL
beautysvc,Hueytown,Walgreens,$$,3.5,5,AL
beautysvc,Birmingham,Salon Ru',$$,5.0,5,AL
beautysvc,Birmingham,Nails Of Grace Spa,$$,5.0,5,AL
beautysvc,Birmingham,Sport Clips Haircuts of Hoover at The Grove,$$,4.0,5,AL
beautysvc,Birmingham,Fashion Nails,$,1.0,5,AL
beautysvc,Birmingham,Capelli Salon,$$,4.5,5,AL
beautysvc,Birmingham,Spa Greystone,$$$,3.0,5,AL
beautysvc,Birmingham,Clip Joint Hair Studio,$,5.0,5,AL
beautysvc,Birmingham,Tutwiler Barber Shop,$$,4.5,5,AL
beautysvc,Hoover,Great Clips,$,3.0,5,AL
beautysvc,Trussville,About Face,$$$,5.0,5,AL
beautysvc,Hoover,Ross Bridge Nail Spa,$$,4.5,5,AL
beautysvc,Pelham,Skin Worx,$$,3.0,5,AL
beautysvc,Birmingham,Walgreens,$,4.0,5,AL
beautysvc,Birmingham,Fingerpaints Nail Studio,$$,5.0,5,AL
beautysvc,Bessemer,Nails For U,$$,3.5,5,AL
beautysvc,Springville,US Nails,$$,2.0,4,AL
beautysvc,Birmingham,Nail Star,$$,3.0,4,AL
beautysvc,Vestavia,Walgreens,$$,4.5,4,AL
beautysvc,Birmingham,Great Clips,$$,2.5,4,AL
beautysvc,Alabaster,The Nail Star,$,4.5,4,AL
beautysvc,Birmingham,Walgreens,$$,2.5,4,AL
beautysvc,Alabaster,Lifetime Acupressure,$,5.0,4,AL
beautysvc,Alabaster,Classic Nail Spa,$$,4.0,4,AL
beautysvc,Birmingham,Bath & Body Works,$$,4.5,4,AL
beautysvc,Vestavia Hills,Palm Beach Tan,$$,4.5,4,AL
beautysvc,Birmingham,D D Nail Salon,$$,3.0,4,AL
beautysvc,Hoover,Loose Ends Hair Salon,$$,4.5,4,AL
beautysvc,Birmingham,Walgreens,$$,3.5,4,AL
beautysvc,Birmingham,Salon On Hagood,$$$,4.0,4,AL
beautysvc,Birmingham,Luxury Nails,$$,2.0,4,AL
beautysvc,Birmingham,European Wax Center,$$,3.0,4,AL
beautysvc,Chelsea,Oh Hair!,$$,4.0,4,AL
beautysvc,Vestavia Hills,Petro Facial Plastic Surgery & MedSpa,$$$,3.0,4,AL
beautysvc,Hoover,Walgreens,$$,4.0,4,AL
beautysvc,Fultondale,Libbie's Nails,$$,4.5,4,AL
beautysvc,Birmingham,Jilbere Hair Salon,$$,2.0,4,AL
beautysvc,Leeds,Nail Salon,$$$,1.0,4,AL
beautysvc,Vestavia Hills,Nx Nails Spa,$$,3.5,4,AL
beautysvc,Vestavia,Supercuts,$,2.0,4,AL
beautysvc,Birmingham,Walgreens,$,3.5,4,AL
beautysvc,Alabaster,Nail Model,$$,3.0,4,AL
beautysvc,Homewood,The Esthetic Loft,$$,5.0,4,AL
beautysvc,Gardendale,Nail Star,$$,1.5,4,AL
beautysvc,Birmingham,Trim Salon And Grooming Lounge,$,3.5,4,AL
beautysvc,Birmingham,Sally Beauty Supply,$$$,3.0,4,AL
beautysvc,Birmingham,Beauty & Beyond,$$,4.5,4,AL
beautysvc,Birmingham,T & K Nails,$$,2.5,3,AL
beautysvc,Hoover,T. Fox Salon,$$,3.0,3,AL
beautysvc,Calera,Tattoo Jungle,$$,3.5,3,AL
beautysvc,Birmingham,Nails Natural,$$,3.5,3,AL
beautysvc,Hoover,Salon D In Sola Salons,$$,5.0,3,AL
beautysvc,Homewood,Smart Skin Med Spa,$$$,4.5,3,AL
beautysvc,Birmingham,Great Clips,$,2.0,3,AL
beautysvc,Birmingham,Foxy Nails III,$$,2.0,3,AL
beautysvc,Trussville,Bath & Body Works,$$,4.5,3,AL
beautysvc,Birmingham,Teach Me Beauty,$$$,3.5,3,AL
beautysvc,Vestavia Hills,The Vintage Barber Shop,$$,3.0,3,AL
beautysvc,Pelham,Joy's Barber Shop,$$,5.0,3,AL
beautysvc,Homewood,Sport Clips Haircuts of Wildwood,$,2.5,3,AL
beautysvc,Birmingham,Grotting & Cohn Plastic Surgery,$$,3.5,3,AL
beautysvc,Birmingham,Rl Salon,$$,5.0,3,AL
beautysvc,Birmingham,Ensley Beauty Supply,$$,5.0,3,AL
beautysvc,Homewood,Misha D Mills The Experience,$$,2.5,3,AL
beautysvc,Pelham,Nail Asia,$$,2.5,3,AL
beautysvc,Helena,Dior Hair & Threading Spa,$,4.5,3,AL
beautysvc,Birmingham,Sport Clips Haircuts of Pelham - Riverchase,$$,2.5,3,AL
beautysvc,Birmingham,Walgreens,$$,2.0,3,AL
beautysvc,Birmingham,Nail Boutique,$$,3.5,3,AL
beautysvc,Bessemer,Brows Threading and Waxing Studio,$,3.5,3,AL
beautysvc,Birmingham,No Limits Hair & Style Salon,$$,3.5,3,AL
beautysvc,Hoover,Buff City Soap,$,5.0,3,AL
beautysvc,Birmingham,Beau Lash & Brow Spa,$,3.5,3,AL
beautysvc,Birmingham,Liberty Nail,$$,3.5,3,AL
beautysvc,Vestavia Hills,LifeSpa Vestavia Hills,$$$,3.5,3,AL
beautysvc,Birmingham,Agave Body Wellness,$$,3.5,3,AL
beautysvc,Birmingham,Sport Clips Haircuts of Trussville,$$,3.5,3,AL
beautysvc,Birmingham,The Men's Room,$$,3.5,3,AL
beautysvc,Hoover,Be Gorgeous Day Spa,$$,5.0,3,AL
beautysvc,Birmingham,Walgreens,$$,3.5,3,AL
beautysvc,Birmingham,Supercuts,$$,2.5,3,AL
beautysvc,Birmingham,Hair By Laurie,$$,2.5,3,AL
beautysvc,Homewood,Natural Elements,$$,4.5,3,AL
beautysvc,Hoover,Imperial Hair & Beauty Supply,$,2.5,3,AL
beautysvc,Chelsea,Walgreens,$$,3.5,3,AL
beautysvc,Birmingham,Hair Expressions,$$,5.0,3,AL
beautysvc,Chelsea,A Nails,$,3.5,3,AL
beautysvc,Birmingham,Fringe,$$,1.5,3,AL
beautysvc,Pelham,Melanie's Salon & Spa,$$,3.0,2,AL
beautysvc,Birmingham,SoHoz,$$,4.0,2,AL
beautysvc,Gardendale,Illusions Hair Design,$,5.0,2,AL
beautysvc,Birmingham,Seiler Skin Cosmetic Laser & Aesthetics Center,$$,5.0,2,AL
beautysvc,Helena,Native Beach Tanning,$$,5.0,2,AL
beautysvc,Birmingham,Salon Persuasive,$$,5.0,2,AL
beautysvc,Birmingham,Spencer Capelli Grooming For Men & Women,$$,3.0,2,AL
beautysvc,Trussville,Kuttin Up,$$$,2.0,2,AL
beautysvc,Birmingham,Gentlemens Quarters,$$,5.0,2,AL
beautysvc,Hoover,Venus Nails,$$,1.5,2,AL
beautysvc,Hoover,Walgreens,$,5.0,2,AL
beautysvc,Calera,Sun N' Nails,$,5.0,2,AL
beautysvc,Hoover,Al's Barber Studio 8,$$,4.5,2,AL
beautysvc,Birmingham,Hi-Tech Hair,$$,5.0,2,AL
beautysvc,Bessemer,Carl Suggs Barber & Style Shop,$,5.0,2,AL
beautysvc,Irondale,Birmingham House of Cuts,$,5.0,2,AL
beautysvc,Birmingham,Nails 280,$$,1.0,2,AL
beautysvc,Hoover,Seema's Salon,$$,4.0,2,AL
beautysvc,Warrior,LV Nails and Spa,$$,1.5,2,AL
beautysvc,Birmingham,FLY Yoga and Massage,$$,5.0,2,AL
beautysvc,Bessemer,Dominican Hair Salon,$$,2.5,2,AL
beautysvc,Birmingham,Healing Waters,$$,4.5,2,AL
beautysvc,Birmingham,The Lock Oasis Natural Hair Studio,$$,3.0,2,AL
beautysvc,Birmingham,Nail Fever,$,1.5,2,AL
beautysvc,Pelham,Princess Nails,$,2.0,2,AL
beautysvc,Birmingham,Jasmin Arch Threading Lounge,$,5.0,2,AL
beautysvc,Birmingham,The Arches Threading Lounge,$,4.5,2,AL
beautysvc,Birmingham,The Art of Shaving,$$$,4.5,2,AL
beautysvc,Hoover,SmartStyle,$,1.0,2,AL
beautysvc,Bessemer,Supercuts,$$,4.5,2,AL
beautysvc,Alabaster,Angel Nails,$$$,3.0,2,AL
beautysvc,Birmingham,Sally Beauty Supply,$$,4.5,2,AL
beautysvc,Mountain Brook,Birmingham Electrolysis and Skincare,$$,4.0,2,AL
beautysvc,Vestavia Hills,Hair by Flor,$$,4.5,2,AL
beautysvc,Birmingham,Regal Nail,$$,5.0,2,AL
beautysvc,Birmingham,Be 4 And After,$$,4.5,2,AL
beautysvc,Birmingham,New Day Barber & Style,$$,4.0,2,AL
beautysvc,Birmingham,Stephen Gregory A Men's Concept,$$,4.5,2,AL
beautysvc,Moody,Head Start Haircare,$$,3.0,2,AL
beautysvc,Hoover,Infinity Med-I-Spa,$$$,1.5,2,AL
beautysvc,Hoover,O'Hair,$$,5.0,2,AL
beautysvc,Birmingham,Haynes Stacy J MD,$$,1.0,2,AL
beautysvc,Hoover,Great Clips,$$,3.0,2,AL
beautysvc,Bessemer,Nail Art,$$,1.0,2,AL
beautysvc,Birmingham,Cutting Edge Salon,$$$,1.5,2,AL
beautysvc,Trussville,Nails Plus,$,3.0,2,AL
beautysvc,Birmingham,Walgreens,$$,3.5,2,AL
beautysvc,Birmingham,The Hair Bar,$$,4.5,2,AL
beautysvc,Fairfield,Perfect Nails,$$,1.0,2,AL
beautysvc,Gardendale,Le's Nails,$$,2.5,2,AL
beautysvc,Birmingham,Cahaba Salon,$$,5.0,2,AL
beautysvc,Forestdale,Walgreens,$,4.0,2,AL
beautysvc,Vestavia Hills,Gary Anthony Salon,$$$,5.0,2,AL
beautysvc,Birmingham,Sally Beauty Company,$$,5.0,2,AL
beautysvc,Birmingham,Studio 21 Salon Downtown,$$,5.0,2,AL
beautysvc,Pelham,Massage Unlimited,$$,2.0,2,AL
beautysvc,Birmingham,Nail Service,$,4.0,2,AL
beautysvc,Hoover,ACE Beauty Supply,$,4.5,2,AL
beautysvc,Birmingham,V & P Scents 4 U,$$,3.0,2,AL
beautysvc,Birmingham,VL Nails,$$,4.5,2,AL
beautysvc,Birmingham,MB Salon,$$,5.0,2,AL
beautysvc,Birmingham,Shawn Anthony Salon,$$$,5.0,2,AL
beautysvc,Mc Calla,McCalla Nails Number Two,$$,4.5,2,AL
beautysvc,Alabaster,Beauty Nails And Spa,$,5.0,1,AL
beautysvc,Birmingham,Birmingham Therapeutic Massage Inc,$$,5.0,1,AL
beautysvc,Vestavia,Owens Hudson Salon,$$,5.0,1,AL
beautysvc,Birmingham,Sola Salons,$$,1.0,1,AL
beautysvc,Birmingham,Fantastic Nailz,$$,5.0,1,AL
beautysvc,Pelham,Hair Styles,$$,5.0,1,AL
beautysvc,Birmingham,Friends Beauty Supply,$,4.0,1,AL
beautysvc,Birmingham,Sport Clips Haircuts of Lee Branch,$$,5.0,1,AL
beautysvc,Anchorage,OMG Nails & Spa,$$,3.5,101,AK
beautysvc,Anchorage,Makeup By Hanna Choi,$$,4.5,99,AK
beautysvc,Anchorage,Allure Day Spa and Hair Design,$$$,3.0,83,AK
beautysvc,Anchorage,The Skin Bar Hair and Body Boutique,$$,4.5,73,AK
beautysvc,Anchorage,Celebrity Nails,$$,3.5,73,AK
beautysvc,Anchorage,My My Nails,$$,4.5,64,AK
beautysvc,Anchorage,Artistic Nails & Spa,$$,3.5,61,AK
beautysvc,Anchorage,ROSE HIP Nail Studio,$$,4.0,56,AK
beautysvc,Anchorage,Today's Nails,$$,2.5,55,AK
beautysvc,Anchorage,Pro Nails,$$,3.5,51,AK
beautysvc,Anchorage,Brow Chica Brow Bar,$$,2.5,51,AK
beautysvc,Anchorage,Ivy Nails,$$,3.5,46,AK
beautysvc,Anchorage,Fringe Hair Design,$$,5.0,46,AK
beautysvc,Anchorage,The Hole Look,$$$,4.5,43,AK
beautysvc,Anchorage,Adagio Day Spa,$$$,5.0,42,AK
beautysvc,Anchorage,Catelyn's Place Day Spa,$$,4.0,37,AK
beautysvc,Anchorage,Beauty Nails & Spa,$$,4.0,34,AK
beautysvc,Anchorage,Hair Science,$$,4.5,33,AK
beautysvc,Anchorage,Glamorous Nails,$$,4.5,33,AK
beautysvc,Anchorage,Brow Chica Brow Bar,$$,2.5,32,AK
beautysvc,Anchorage,Signature Nails and Spa,$$,4.0,32,AK
beautysvc,Anchorage,The Beauty Room,$$,3.5,31,AK
beautysvc,Anchorage,Hairplay Salon,$$,3.5,31,AK
beautysvc,Anchorage,Liz Nails,$$,2.5,30,AK
beautysvc,Anchorage,Trend Setters School of Beauty,$,3.5,29,AK
beautysvc,Anchorage,Massage Envy - Tikahtnu Commons,$$,3.5,29,AK
beautysvc,Anchorage,Walgreens,$$,2.0,29,AK
beautysvc,Anchorage,Escape Salon and Spa,$$,4.0,29,AK
beautysvc,Anchorage,Marie's Beauty Salon & Supply,$$,4.0,28,AK
beautysvc,Anchorage,Ulta Beauty,$$,3.5,27,AK
beautysvc,Anchorage,Body Piercing Unlimited,$$,3.5,26,AK
beautysvc,Anchorage,You Beauty Lounge,$$$,4.5,25,AK
beautysvc,Anchorage,Salon Davinci,$$,4.5,25,AK
beautysvc,Anchorage,Ulta Beauty,$$,4.0,25,AK
beautysvc,Anchorage,Darae's Salon,$$,4.0,25,AK
beautysvc,Anchorage,Cali Nails And Spa,$$$,3.5,25,AK
beautysvc,Anchorage,Today's Nails,$$,2.5,25,AK
beautysvc,Anchorage,Face Forward,$$,5.0,25,AK
beautysvc,Anchorage,Nail Time & Spa,$$,4.0,25,AK
beautysvc,Anchorage,Studio FX Hair Design,$$,4.0,24,AK
beautysvc,Anchorage,Ice Spa,$$$,3.5,23,AK
beautysvc,Anchorage,Sassy's Nails Spa,$$,3.0,22,AK
beautysvc,Anchorage,Above The Rest Tattoo,$$,2.0,22,AK
beautysvc,Anchorage,Zen Acupressure,$$,4.5,21,AK
beautysvc,Anchorage,Ravens Nest Spa,$$,5.0,20,AK
beautysvc,Anchorage,Great Clips,$,1.5,20,AK
beautysvc,Anchorage,Vina Nails,$$,3.0,19,AK
beautysvc,Anchorage,Great Clips,$$,3.0,18,AK
beautysvc,Anchorage,Nails Couture,$$,3.5,18,AK
beautysvc,Anchorage,Sephora,$$,4.0,18,AK
beautysvc,Anchorage,Top Nails,$,3.5,18,AK
beautysvc,Anchorage,Halo Salon LLC,$$,4.0,17,AK
beautysvc,Anchorage,Salon Ginger,$$,3.5,17,AK
beautysvc,Anchorage,Angie's True Colors Hair,$$,3.5,17,AK
beautysvc,Anchorage,Lady Wax - Body Wax Studio,$$,5.0,16,AK
beautysvc,Anchorage,Great Clips,$$,2.5,16,AK
beautysvc,Anchorage,Marisa Nail & Spa,$$,2.5,16,AK
beautysvc,Anchorage,Rebirth Tattoo by Vinnie,$$$,4.5,16,AK
beautysvc,Anchorage,Stay Sharp Hair Design,$$$,5.0,16,AK
beautysvc,Anchorage,Executive Nails Spa,$$,4.0,16,AK
beautysvc,Anchorage,Jolie Nail Spa,$$,3.0,16,AK
beautysvc,Anchorage,Alluring Nails,$$,5.0,16,AK
beautysvc,Anchorage,Solara Skin & Laser Center,$$$,3.5,16,AK
beautysvc,Anchorage,Diamond Nails,$$$,2.0,15,AK
beautysvc,Anchorage,COR Wax  Lash & Cosmetics,$$,4.0,15,AK
beautysvc,Anchorage,Valla Lash Bar,$$,3.0,15,AK
beautysvc,Anchorage,Northern Lights Barber Shop,$$,4.5,15,AK
beautysvc,Anchorage,Great Clips,$,3.0,14,AK
beautysvc,Anchorage,Hair Doctors Barber & Beauty Style Shop,$,3.0,14,AK
beautysvc,Anchorage,Grand Nail Spa,$$$,2.5,14,AK
beautysvc,Anchorage,Forever Nails,$$,3.0,14,AK
beautysvc,Anchorage,Luxury Nails,$$,4.0,14,AK
beautysvc,Anchorage,Primal Instinct Tattoo Studio,$$,4.5,14,AK
beautysvc,Anchorage,Dolphin Hair Designs,$$,4.0,14,AK
beautysvc,Anchorage,Walgreens,$,2.5,13,AK
beautysvc,Anchorage,Encore Esthetics & Salon,$$,5.0,13,AK
beautysvc,Eagle River,Miss Belle,$$,5.0,13,AK
beautysvc,Anchorage,Regal Nails,$$,4.5,13,AK
beautysvc,Anchorage,Genesis,$$,2.0,13,AK
beautysvc,Anchorage,Massage Envy - South Anchorage,$$,4.0,13,AK
beautysvc,Eagle River,Vibe Styling Salon & Day Spa,$$,4.0,13,AK
beautysvc,Anchorage,SoHo Hair Salon,$$$,2.5,12,AK
beautysvc,Anchorage,Proper Cuts Hair Salon,$,4.0,12,AK
beautysvc,Anchorage,Sunsation Midtown,$$,4.0,12,AK
